name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
E. Fernández,20,74,84,3,71,64,74,73,71,76,2030,9.0
A. Bernabei,20,70,82,3,88,62,67,74,58,69,1956,3.7
J. Braaf,18,64,84,3,83,60,57,66,40,64,1735,1.6
A. Ramsey,30,77,77,3,62,71,77,78,65,63,2011,10.0
C. Eriksen,29,82,82,3,62,78,88,81,53,52,2009,29.5
L. Spinazzola,28,83,83,2,92,64,73,80,78,71,2110,33.0
C. Musonda,24,72,75,4,78,63,69,79,24,37,1621,3.2
Fabinho,27,86,87,3,67,69,78,78,85,83,2163,69.5
A. Romagnoli,26,82,82,2,67,40,56,68,85,78,1759,29.0
L. Baker,26,70,74,3,67,67,71,71,64,70,1971,2.0
Azpilicueta,31,83,83,2,66,55,76,72,84,76,2069,25.0
M. Reus,32,85,85,4,73,84,84,85,47,63,2129,43.0
P. Aubameyang,32,84,84,4,89,84,75,79,35,69,2039,34.0
H. Maguire,28,83,84,2,50,55,69,70,83,87,1948,34.5
S. Mané,29,89,89,4,91,83,80,89,44,77,2191,101.0
J. McGinn,26,78,79,3,70,73,75,78,71,80,2106,16.5
M. Dembélé,24,78,82,4,78,77,63,73,30,81,1889,20.5
Gayà,26,83,86,2,83,61,77,80,79,73,2097,43.5
T. Werner,25,84,87,4,91,81,70,82,35,70,2012,56.5
F. Bernardeschi,27,79,79,3,79,71,80,83,62,66,2098,18.5
T. Mings,28,78,80,2,72,44,67,66,78,81,1849,14.0
D. Origi,26,76,79,4,79,75,67,75,27,74,1845,10.0
H. Hateboer,27,81,81,2,84,64,72,77,77,79,2057,25.0
Marco Asensio,25,83,86,4,82,80,81,83,43,62,2032,48.0
S. Bergwijn,23,80,83,4,85,78,76,82,42,70,2036,29.0
N. Pépé,26,80,81,3,88,78,75,83,36,65,1998,25.0
B. Chilwell,24,83,86,2,76,60,78,78,78,75,2113,46.0
L. Nmecha,22,76,82,4,83,75,65,76,40,77,1910,12.0
Guto Milazar,29,72,72,2,73,40,61,64,70,58,1726,2.1
Rodri,25,86,88,3,61,70,77,78,83,82,2105,76.5
R. Malinovskyi,28,81,81,4,74,80,83,81,64,79,2195,26.5
D. James,23,77,82,3,95,70,69,75,46,64,1923,16.0
R. Doan,23,77,83,4,79,71,73,81,39,59,1874,16.5
L. Sinisterra,22,78,84,4,89,69,72,84,53,64,2009,22.5
Diogo Dalot,22,76,82,2,79,60,70,77,72,75,1993,11.5
Rúben Vinagre,22,75,85,3,86,55,71,78,65,63,1928,12.0
T. Ndombele,24,81,86,4,71,72,81,88,69,72,2118,38.5
S. McTominay,24,80,83,3,66,75,75,75,78,84,2105,26.0
R. Kolo Muani,22,74,83,4,82,69,60,77,31,61,1747,9.5
T. Weah,21,74,81,4,87,71,67,76,45,61,1889,8.5
J. Scally,18,70,82,2,79,34,61,70,65,68,1709,3.5
U. Račić,23,78,84,3,65,75,75,74,78,81,2093,22.0
Luís Maximiano,22,78,85,1,78,76,68,80,55,76,1178,24.5
Silas,22,75,83,4,87,71,61,80,52,68,1897,12.5
L. Orellano,21,73,83,4,90,69,61,78,33,59,1799,7.0
R. Sottil,22,74,82,4,84,65,67,78,34,52,1740,9.5
M. Daramy,19,69,82,3,87,59,60,72,25,65,1675,3.3
K. Thuram,20,75,83,3,75,61,70,76,73,76,1989,11.5
F. Balogun,19,65,82,4,76,64,50,64,21,61,1545,1.9
C. Richards,21,71,84,2,72,27,57,55,71,73,1616,4.3
H. Ortega,21,70,79,2,60,32,45,53,71,69,1560,3.3
Talles Magno,19,66,84,3,85,52,55,75,21,60,1582,2.2
K. de la Fuente,19,73,82,4,84,67,70,74,19,49,1678,6.5
W. Faghir,17,64,84,4,69,62,48,66,22,66,1537,1.6
L. Barry,18,63,83,4,78,63,49,64,22,53,1497,1.3
R. van den Berg,16,59,83,2,54,32,45,54,57,59,1377,0.675
K. Smith,16,58,82,2,60,28,41,48,55,69,1338,0.6
S. Shoretire,17,62,84,4,72,56,56,66,37,55,1571,1.2
M. Bulat,19,69,83,4,68,65,75,71,60,69,1953,3.3
Miguel,19,67,82,2,72,47,57,65,64,61,1681,2.3
R. Lavia,17,62,85,2,57,41,52,59,62,59,1562,1.2
João Moutinho,34,80,80,3,50,72,84,80,70,66,2120,9.5
Iniesta,37,79,79,4,50,69,84,81,59,57,1943,5.5
A. Young,35,77,77,2,72,66,74,77,73,68,2094,3.2
S. Handanovič,36,85,85,1,81,81,65,86,47,90,1286,6.0
Á. Di María,33,87,87,4,83,81,86,87,48,69,2177,49.5
D. Tadić,32,84,84,4,68,81,85,84,43,76,2108,33.5
Sergi Roberto,29,81,81,2,76,63,80,77,76,73,2071,22.5
Morata,28,82,82,4,82,79,72,80,31,77,1939,31.0
R. Varane,28,86,88,2,82,49,64,66,87,82,1935,68.5
H. Kane,27,90,90,4,70,91,83,83,47,83,2203,129.5
R. Sterling,26,87,87,4,91,79,79,87,45,67,2104,87.0
A. Rüdiger,28,84,85,2,75,46,68,65,84,84,1921,40.0
Marquinhos,27,88,91,2,81,56,75,74,89,81,2089,103.5
K. Mbabu,26,79,81,2,88,51,68,73,73,80,1971,20.0
R. De Paul,27,83,84,3,78,77,82,82,72,80,2210,41.5
A. Rebić,27,82,82,4,86,83,75,81,48,80,2103,32.5
Angeliño,24,83,86,3,78,71,82,84,76,70,2209,46.0
N. Elvedi,24,79,83,2,74,39,64,68,80,77,1820,22.5
V. Lindelöf,26,79,81,3,63,51,73,72,80,78,1966,19.0
J. Boga,24,77,83,3,85,73,72,81,37,63,1925,16.5
A. Meret,24,79,85,1,80,74,70,82,44,78,1214,22.5
Fabián,25,82,86,3,63,78,79,82,74,71,2115,42.0
J. Lewis,23,73,80,2,77,53,64,73,69,69,1850,6.0
A. Lafont,22,79,85,1,82,76,69,85,47,75,1238,23.0
Jota,22,74,84,4,86,70,70,78,32,57,1868,9.5
M. Edwards,22,76,83,4,85,66,68,84,33,46,1800,15.0
I. Konaté,22,79,87,2,71,34,57,67,80,77,1713,37.0
V. Castellanos,22,75,78,4,74,75,65,72,35,73,1849,8.0
D. Lainez,21,74,83,4,78,64,70,80,49,55,1878,9.5
T. Puchacz,22,68,76,2,86,62,59,67,61,77,1839,2.6
Matheus Cunha,22,79,85,3,85,78,73,84,31,72,1988,28.0
V. Gyökeres,23,71,77,4,75,69,61,72,29,75,1748,3.0
B. Sosa,23,77,81,2,79,46,75,75,69,69,1898,14.0
R. Matondo,20,69,82,3,90,60,63,70,38,49,1706,3.4
B. Williams,20,74,79,2,80,57,65,72,69,68,1889,6.0
A. Yusuf,20,71,84,3,81,44,64,68,65,74,1830,4.3
J. Gelhardt,19,67,83,4,72,67,58,70,27,65,1641,2.7
A. Vranckx,18,67,84,3,72,57,65,68,60,73,1832,2.6
Tiago Djaló,21,74,82,2,83,42,60,64,74,77,1765,9.0
Y. Musah,18,71,82,3,88,66,62,71,57,68,1837,4.0
F. Pellistri,19,70,86,3,79,63,65,74,27,61,1732,4.1
T. Mengi,19,64,82,2,78,39,54,59,63,68,1614,1.4
Joelson Fernandes,18,68,84,3,89,60,58,76,24,42,1666,3.1
A. Elanga,19,66,82,3,81,62,58,68,29,51,1632,2.2
Kaio Jorge,19,69,82,4,77,68,52,73,23,62,1625,3.3
M. Soulé,18,65,85,3,69,63,67,72,29,43,1679,2.0
A. Urzi,21,72,83,3,85,63,64,74,36,58,1725,5.5
K. Hoever,19,65,80,2,74,38,60,64,62,62,1669,1.6
Unai Vencedor,20,76,84,3,66,70,74,74,74,74,2045,16.5
A. Pelmard,21,71,83,2,83,35,62,70,71,71,1767,4.3
Bernardo Rosa,20,55,67,4,64,44,53,60,45,48,1470,0.3
T. Pobega,21,73,84,4,72,72,69,72,72,74,2020,7.0
J. Kamiński,19,69,83,3,91,62,61,70,47,53,1717,3.3
N. Mbuku,19,72,83,3,78,65,67,76,35,54,1757,5.0
M. Okoye,21,72,82,1,73,69,67,76,23,69,1091,4.6
Arnau Martínez,18,68,81,2,70,43,58,64,67,64,1696,2.7
P. Greil,24,65,69,4,67,60,65,66,50,63,1744,1.0
G. Mamardashvili,20,76,84,1,77,78,72,79,44,76,1057,14.0
F. Ribéry,38,79,79,4,69,73,80,84,30,53,1862,6.0
David Silva,35,85,85,4,62,74,87,87,52,53,2042,22.0
D. Mertens,34,84,84,4,85,82,80,88,34,50,2001,20.5
Alexandre Pato,31,70,70,4,71,70,68,71,32,64,1825,1.3
T. Müller,31,87,87,4,67,84,83,80,56,71,2135,66.0
D. Boyata,30,78,78,2,70,29,52,58,79,83,1664,11.5
M. Kovačić,27,83,84,3,70,69,83,88,69,70,2125,41.5
B. Davies,25,73,76,2,69,39,59,63,75,73,1736,3.6
Iñaki Williams,27,81,82,4,94,78,72,78,38,82,2047,30.0
N. Fekir,27,84,84,4,83,83,82,87,38,79,2117,45.0
T. Bakayoko,26,78,78,3,64,48,67,73,77,84,1899,13.5
H. Kamara,27,75,76,2,85,59,68,75,70,75,1980,6.0
J. Maddison,24,82,84,4,74,78,83,84,54,60,2081,39.5
Pau López,26,80,83,1,80,79,75,82,48,80,1347,21.0
L. Klostermann,25,80,84,2,85,51,64,71,82,77,1900,26.5
R. Bensebaini,26,79,82,2,73,64,72,75,77,80,2064,21.0
K. Laimer,24,81,85,2,81,68,77,78,80,77,2136,33.5
B. Pavard,25,79,82,2,69,53,72,71,78,76,2000,21.5
D. Calabria,24,79,80,2,79,57,70,74,78,73,2024,20.0
André Silva,25,83,84,4,74,83,69,83,45,77,2055,44.0
Mario Hermoso,26,82,85,2,78,49,72,71,84,82,2016,35.5
E. Mor,23,72,78,4,85,67,62,80,31,47,1753,3.7
O. Dembélé,24,83,88,3,93,77,77,86,36,56,1990,55.0
Lucas Veríssimo,25,79,84,2,81,39,58,63,80,81,1789,23.0
David Neres,24,79,83,4,85,72,73,84,37,64,1910,25.0
P. Struijk,21,74,83,2,58,35,60,62,75,73,1685,9.0
Unai Núñez,24,80,84,2,72,23,51,52,81,77,1594,27.0
J. Sargent,21,71,82,4,75,70,61,71,41,70,1812,4.2
B. Badiashile,20,76,84,2,62,39,64,58,77,76,1710,15.5
N. Pérez,21,75,84,2,61,25,46,45,76,74,1498,12.0
Dani Olmo,23,82,87,4,67,76,81,86,50,60,2037,46.0
A. Bah,23,77,81,2,92,63,67,72,71,81,2038,14.0
Y. Fofana,22,78,83,3,71,67,74,77,74,78,2034,21.5
O. Kökçü,20,76,84,3,71,69,78,77,61,72,2015,16.5
F. Agu,21,70,81,3,87,47,61,74,61,59,1826,3.4
J. Garner,20,69,82,3,67,62,66,65,65,65,1810,3.2
J. Burkardt,20,75,83,4,82,73,63,78,39,71,1865,12.5
L. Majer,23,77,82,4,69,69,79,83,54,63,1978,16.0
Daniel Fuzato,23,68,74,1,65,67,62,69,27,70,976,1.5
Trincão,21,76,85,4,78,70,70,81,37,68,1890,17.0
Adrià Pedrosa,23,76,83,3,90,60,69,76,70,72,1992,14.5
M. Ihattaren,19,75,84,4,73,68,75,81,40,64,1877,12.0
K. Kostorz,21,58,69,3,78,53,56,57,39,53,1527,0.45
L. Krejčí,22,75,83,2,67,64,67,68,74,84,1948,12.0
W. Singo,20,69,82,2,77,46,62,68,64,62,1744,3.2
Nico Melamed,20,74,85,4,83,67,69,79,41,58,1863,9.5
A. Aouchiche,18,73,80,4,69,64,74,75,56,59,1856,6.0
O. Dorley,22,76,82,3,85,55,74,78,70,70,2049,11.5
E. Martel,19,66,84,2,66,46,58,59,66,72,1693,2.1
João Mário,21,74,84,2,85,62,66,72,68,62,1914,9.0
W. Gnonto,17,60,81,3,83,55,45,67,23,55,1486,0.775
J. Che,17,65,82,2,70,26,53,62,61,68,1527,1.7
M. Gusto,18,70,82,2,85,49,63,67,62,71,1810,3.5
S. Muñoz,18,67,81,4,75,63,60,71,25,65,1640,2.4
Y. Vertessen,20,72,83,3,93,65,64,72,30,67,1780,5.0
K. Schade,19,68,81,4,93,62,55,69,24,55,1601,2.9
É. Michut,18,65,82,4,65,53,64,71,56,49,1700,1.8
Pepe,38,82,82,2,77,51,60,61,83,87,1888,5.5
J. Milner,35,79,79,3,53,70,81,77,77,75,2135,7.0
E. Cavani,34,84,84,4,66,85,70,76,51,78,2083,20.5
I. Perišić,32,81,81,3,81,79,76,79,64,74,2154,20.5
Muniain,28,84,84,3,81,76,82,87,51,61,2081,42.5
A. Oxlade-Chamberlain,27,78,78,4,81,74,77,82,67,74,2118,15.0
Danilo,29,81,81,2,73,67,73,74,82,79,2128,22.5
K. Koulibaly,30,86,86,2,81,28,51,65,88,85,1707,55.5
E. Martínez,28,84,85,1,85,83,82,85,58,83,1449,33.5
Portu,29,82,82,4,90,78,77,79,59,79,2177,30.0
E. Višća,31,81,81,3,87,78,78,82,47,64,2071,21.5
H. Ziyech,28,83,83,4,76,76,87,83,50,65,2076,36.5
N. Aké,26,78,81,2,76,53,70,71,79,75,1986,16.5
A. Rabiot,26,81,82,3,77,74,76,79,76,79,2136,30.0
Ricardo Pereira,27,84,84,2,83,67,79,82,80,75,2187,40.5
C. Mbemba,26,79,82,2,72,53,56,65,80,78,1832,20.5
N. Tagliafico,28,82,82,2,80,55,73,76,81,80,2076,27.5
N. Süle,25,83,86,2,66,43,64,54,83,82,1735,43.0
I. Toney,25,76,80,4,80,75,59,72,48,81,1966,10.5
P. Højbjerg,25,82,84,3,60,71,76,76,80,82,2088,34.5
Á. Correa,26,83,86,4,85,83,78,87,49,74,2127,48.0
A. Robertson,27,87,88,2,84,61,81,81,82,76,2163,83.5
J. Giménez,26,84,88,2,72,45,57,60,86,80,1811,52.0
L. Torreira,25,79,83,3,74,67,74,79,77,75,2092,22.0
O. Aina,24,75,77,2,83,60,67,73,70,74,1954,6.5
Nélson Semedo,27,80,80,2,84,57,68,81,75,75,2019,20.5
Ç. Söyüncü,25,80,82,2,76,46,60,67,80,80,1840,23.5
Evander,23,74,80,4,73,69,75,78,66,62,2013,6.5
P. Retsos,22,72,76,2,65,35,58,57,73,71,1634,3.1
D. Zeefuik,23,74,79,2,83,40,61,69,71,80,1839,6.0
R. Cannon,23,73,82,2,90,36,60,70,66,75,1779,6.5
M. Demiral,23,77,83,2,73,39,47,60,79,80,1704,15.0
E. Dennis,23,75,80,4,87,73,61,77,38,68,1884,8.5
M. Bakker,21,74,81,2,80,52,65,68,72,77,1883,8.0
D. Man,22,73,82,3,86,71,66,75,45,70,1925,7.0
A. Olsen,21,72,81,4,81,70,67,75,35,66,1827,5.5
Y. Atal,25,76,80,3,90,67,71,79,69,69,2053,9.5
T. Campbell,21,70,82,4,82,70,60,70,33,67,1760,3.9
E. Kayembe,23,70,78,3,72,61,66,66,66,78,1898,3.3
E. Mwepu,23,75,81,4,82,73,71,75,71,79,2081,9.0
J. Vagnoman,20,71,80,2,87,44,60,67,66,79,1763,3.9
A. Saelemaekers,22,77,81,3,82,67,75,80,64,68,2033,15.5
L. Ramazani,20,69,83,3,84,62,60,73,33,57,1712,3.4
Y. Adli,20,75,82,3,62,70,75,74,66,66,1974,11.0
S. Koita,21,73,82,4,91,74,62,76,35,72,1923,7.0
J. Dina Ebimbe,20,72,80,3,83,60,68,75,67,75,1943,5.0
Reinier,19,71,83,4,77,68,64,75,43,65,1830,4.5
D. Ayala,18,68,84,3,72,45,62,67,63,58,1719,2.9
A. Adli,21,73,84,4,83,74,66,78,38,52,1840,7.0
A. Truffert,19,74,82,2,74,55,70,72,71,69,1919,8.5
Fábio Vieira,21,72,86,4,74,69,73,72,36,52,1765,6.0
I. Ilić,20,73,85,3,69,64,74,74,62,66,1896,7.5
E. Green,20,74,82,1,73,71,74,77,26,73,1014,8.0
T. Nakai,17,61,83,4,58,50,60,64,31,47,1462,1.0
Y. Kallon,20,67,85,4,80,66,55,73,22,62,1651,2.7
Karrikaburu,18,66,82,4,67,65,47,64,27,56,1533,2.2
Gonçalo Esteves,17,67,84,2,70,39,60,67,63,55,1643,2.4
J. Castrop,17,57,77,4,66,38,58,63,40,49,1500,0.45
S. Ulreich,32,75,75,1,76,69,62,79,41,75,1141,2.8
Sergio Busquets,32,85,85,3,42,62,79,80,82,74,2008,36.0
C. Immobile,31,86,86,4,85,87,67,80,39,75,2050,57.5
Marcos Alonso,30,80,80,2,58,74,79,77,76,77,2144,18.0
P. Jones,29,74,74,2,51,50,60,56,75,67,1703,3.5
S. Aurier,28,79,79,2,75,63,73,76,77,77,2076,16.0
S. de Vrij,29,85,85,2,72,41,64,70,87,79,1863,45.0
W. Ben Yedder,30,83,83,4,82,84,77,87,39,69,2102,35.5
J. Oblak,28,91,93,1,87,92,78,90,50,90,1413,112.0
K. Volland,28,82,82,4,73,85,79,80,42,85,2124,31.0
M. Icardi,28,82,82,4,69,83,65,77,36,69,1919,31.0
Roberto Firmino,29,85,85,4,77,78,79,89,59,78,2180,54.0
J. Tarkowski,28,80,81,2,57,45,66,63,82,81,1857,20.0
J. Ward-Prowse,26,81,82,3,59,74,86,78,67,73,2139,30.0
A. Plea,28,79,79,4,71,82,77,79,39,74,2049,18.0
A. Januzaj,26,81,81,4,79,75,80,83,30,57,1907,28.0
Y. Carrasco,27,84,84,3,88,81,78,85,45,67,2087,45.0
Saúl,26,82,83,3,71,78,78,79,78,79,2199,35.5
A. Mawson,27,70,72,2,54,40,49,57,71,70,1541,1.7
A. Belotti,27,81,81,4,76,81,59,78,38,83,1959,28.0
R. Guerreiro,27,84,84,4,75,77,86,88,76,58,2180,40.5
Grimaldo,25,82,85,3,87,65,81,83,74,71,2184,37.0
Bruno Fernandes,26,88,89,4,75,86,89,84,69,77,2335,107.5
A. Laporte,27,86,88,2,63,50,72,69,86,80,1976,72.5
Anderson Talisca,27,82,82,4,80,83,81,83,52,75,2168,33.0
R. Loftus-Cheek,25,75,78,4,65,68,74,77,60,75,1944,7.5
G. Di Lorenzo,27,80,80,2,84,66,73,76,76,79,2112,20.5
M. Normann,25,76,82,3,72,64,73,75,71,81,2022,10.5
T. Castagne,25,79,82,2,78,57,71,76,75,70,1948,21.5
P. Kimpembe,25,83,87,2,81,42,68,70,83,86,1951,45.5
J. St. Juste,24,76,80,2,91,58,66,74,78,73,1983,9.5
F. Grillitsch,25,78,81,3,69,60,77,78,73,66,1941,17.0
M. Akanji,25,82,85,2,80,48,68,74,83,78,1960,36.0
Edu Expósito,24,76,83,3,60,71,73,75,72,65,1949,14.0
A. Wan-Bissaka,23,82,85,2,85,50,68,77,80,75,1985,38.5
L. Kelly,22,72,80,2,74,41,61,68,72,74,1770,4.9
D. Kamada,24,79,82,4,75,68,79,83,42,59,1932,24.0
H. Kawabe,25,69,72,4,80,66,67,69,65,69,1911,1.8
J. Hauge,21,75,82,3,88,69,67,77,42,66,1853,11.5
O. Edouard,23,76,83,4,81,75,68,80,45,75,1972,15.0
C. Songkrasin,27,71,71,4,82,63,71,77,26,44,1731,2.0
E. Álvarez,23,79,84,2,70,53,67,67,81,84,1943,24.5
C. Kouamé,23,74,80,4,83,71,63,73,39,65,1826,6.5
Marc Roca,24,76,79,3,50,62,76,72,70,67,1889,9.5
Melendo,23,77,81,4,81,66,76,79,47,60,1907,15.0
T. Souček,26,82,85,3,64,72,74,74,82,85,2110,36.0
A. Maier,22,74,82,3,68,57,71,75,68,71,1842,9.5
N. Milenković,23,77,83,2,66,44,61,62,78,82,1731,15.0
K. Diatta,22,76,83,3,93,69,66,78,47,69,1959,15.0
Bremer,24,77,83,2,66,36,51,62,79,74,1675,15.0
J. Moder,22,74,83,3,72,70,74,72,69,75,2032,9.5
B. Soumaré,22,78,85,3,69,56,74,77,72,80,1984,27.0
A. Mac Allister,22,75,82,4,70,77,77,74,56,62,2000,11.5
O. Kabak,21,75,84,2,69,36,56,69,73,79,1703,12.0
L. Zidane,23,70,78,1,72,68,65,71,33,70,1040,3.1
Miranda,21,76,84,2,78,58,68,74,72,66,1925,16.0
K. Mavropanos,23,75,80,2,77,37,49,54,75,78,1626,7.5
M. Barrow,22,77,84,4,84,75,69,78,31,63,1804,21.5
C. Cásseres Jr,21,71,81,3,75,57,65,71,69,70,1912,4.0
R. Faivre,22,77,83,4,77,72,75,79,62,64,2051,17.0
Lucas Vázquez,30,81,81,2,82,73,79,80,72,69,2152,22.0
P. Onuachu,27,79,80,4,71,77,62,70,45,84,1841,20.5
A. El Ghazi,26,76,77,4,73,78,70,76,35,69,1890,9.0
D. Sánchez,25,79,81,2,75,47,55,66,79,80,1777,19.5
T. Adarabioyo,23,74,82,2,71,31,55,57,75,77,1621,8.5
M. Nakamba,27,75,76,3,70,49,62,71,74,78,1870,6.0
C. Pavón,25,77,80,3,87,76,73,78,49,73,2032,14.0
M. Acuña,29,84,84,2,76,74,82,87,79,82,2292,37.0
J. Bowen,24,78,83,3,76,75,73,79,44,65,1948,21.0
J. Bamba,25,79,82,3,89,73,73,80,39,69,2008,23.0
K. Iheanacho,24,78,81,4,74,80,70,77,38,71,1934,19.5
I. Hagi,22,74,82,4,76,71,74,76,36,68,1899,9.5
J. Rodon,23,72,81,2,58,29,49,57,74,72,1533,4.9
Everticinho,21,78,78,2,78,71,71,76,74,74,2078,15.0
A. Lookman,23,77,82,3,85,73,68,82,29,62,1848,16.0
J. Karlsson,22,76,83,4,83,74,69,80,35,54,1920,15.0
T. Adams,22,77,83,3,81,48,70,73,74,75,1937,15.5
O. Mangala,23,76,81,3,70,54,71,83,70,71,1949,11.5
J. Brekalo,23,76,81,4,76,73,71,82,36,52,1853,11.5
G. Berterame,22,75,82,4,77,72,65,73,34,71,1818,11.5
N. Bajrami,22,70,81,4,74,61,68,71,57,64,1828,3.6
T. Malacia,21,77,82,2,81,56,64,75,72,73,1932,15.0
M. Gómez,24,80,84,4,66,81,68,73,32,82,1911,30.5
N. González,23,77,83,4,87,71,64,82,45,60,1903,17.0
H. Traorè,21,73,86,4,73,70,71,77,59,63,1968,7.5
P. Daka,22,77,84,4,93,78,59,76,24,71,1848,21.5
J. Ferreira,20,72,83,3,85,70,68,72,43,64,1886,5.0
D. Livaković,26,81,84,1,81,78,74,85,56,78,1330,26.0
O. Solet,21,71,80,2,85,42,56,64,69,78,1723,3.9
C. Doucouré,21,75,80,3,70,56,69,75,72,77,1920,8.5
N. Williams,20,68,82,2,74,36,61,68,63,59,1671,2.8
D. McNeil,21,77,83,4,72,68,77,80,53,67,1978,17.0
J. Bogle,20,72,82,3,81,54,66,73,67,68,1854,4.9
E. Ceïde,19,67,79,3,83,55,57,73,33,50,1570,2.4
T. Parrott,19,64,80,4,74,63,53,65,33,61,1655,1.5
M. Solomon,21,76,86,3,81,70,72,78,37,60,1829,17.0
C. Cowell,17,66,82,3,84,62,57,69,34,75,1689,2.1
Samuel Lino,21,69,77,4,74,67,64,75,30,60,1750,3.2
R. Nteka,23,73,80,4,75,72,65,73,58,82,1987,6.0
J. Leweling,20,69,83,3,84,63,59,73,31,68,1682,3.4
L. Morales,21,72,84,1,71,70,69,73,52,74,1335,5.0
I. Kaboré,20,69,83,2,91,28,59,66,59,71,1662,3.2
A. Szalai,23,76,82,2,72,33,56,56,75,83,1671,11.0
S. Greenwood,19,65,82,4,69,65,58,66,33,62,1674,1.9
T. Doyle,19,62,78,4,63,55,65,65,55,62,1714,1.0
P. Kalulu,21,71,79,2,76,44,60,63,72,67,1775,4.0
N. Seiwald,20,70,80,3,65,61,70,69,68,68,1898,3.5
A. Amoo,19,65,80,4,79,58,59,75,22,64,1606,1.7
H. Mejbri,18,62,84,4,69,51,61,64,52,58,1643,1.3
A. Álvarez Martínez,20,71,80,4,71,71,59,67,32,69,1780,4.1
F. Rieder,19,64,83,4,70,56,65,70,49,60,1731,1.5
Salazar,18,60,80,4,52,64,45,60,20,48,1375,0.675
F. Orozco,19,65,84,3,79,62,57,70,30,43,1546,1.8
B. Dieng,20,71,79,4,82,74,56,69,30,56,1722,4.1
J. López,20,71,83,4,71,71,57,69,36,67,1736,4.5
Álex Cardero,17,64,81,4,72,58,65,70,51,48,1718,1.5
L. Colwill,18,67,83,2,67,34,57,61,66,70,1647,2.4
Fabio Blanco,17,62,83,3,73,56,55,66,28,46,1501,1.2
B. Yılmaz,35,80,80,4,79,83,69,73,34,79,1975,9.0
A. Akinfenwa,39,65,65,4,40,64,55,56,35,74,1557,0.24
Thiago Silva,36,85,85,2,53,54,73,72,86,78,2023,9.5
Coke,34,71,71,2,59,66,67,68,73,65,1925,0.7
M. Arnautović,32,81,81,4,79,81,79,78,44,82,2113,21.0
M. Balotelli,30,76,76,4,73,80,72,76,25,77,1852,7.5
Koke,29,85,85,3,70,75,85,81,79,80,2227,52.5
W. Zaha,28,82,82,4,89,77,72,87,34,75,1977,30.5
M. Verratti,28,87,87,3,64,61,87,91,79,67,2202,79.5
R. Jiménez,30,83,83,4,74,82,76,81,47,82,2093,35.5
W. Weghorst,28,82,82,4,63,83,59,69,52,86,1914,31.0
K. Ajer,23,75,83,2,73,55,61,68,75,83,1818,11.5
D. Ćaleta-Car,24,78,83,2,58,39,60,62,79,82,1738,19.0
J. Augustin,24,67,70,4,68,68,60,69,30,51,1629,1.4
Daniel Podence,25,78,79,4,89,65,72,85,33,50,1860,17.0
G. Mancini,25,80,83,2,62,45,50,59,80,84,1727,25.0
Oswaldinato,29,81,81,4,76,81,67,77,20,78,1874,25.5
L. Blas,23,77,83,4,75,74,75,81,57,65,2038,16.5
G. Montiel,24,78,84,2,86,53,70,74,73,81,2020,21.0
J. Justin,23,77,80,2,82,50,69,73,73,70,1901,13.5
Rafa Mir,24,77,84,4,72,79,64,71,45,76,1919,21.5
T. Chong,21,70,80,3,82,64,67,69,45,62,1784,3.6
Y. Soteldo,24,76,80,4,83,69,73,82,35,55,1869,11.0
M. Lazzari,27,79,79,3,92,62,76,82,70,65,2031,17.0
E. Ampadu,20,69,83,3,62,49,59,65,68,66,1715,3.2
E. Ndicka,21,78,84,2,75,47,71,74,78,77,1902,20.5
M. Senesi,24,78,82,2,61,39,63,71,80,77,1765,18.0
J. Foyth,23,76,82,2,69,45,67,72,77,74,1883,11.0
A. Gomes,20,71,81,4,75,70,69,75,40,58,1862,4.1
A. Scully,22,66,75,3,81,63,56,68,34,55,1676,1.9
N. Phillips,24,73,79,2,53,30,49,51,73,78,1544,4.4
T. Mitchell,21,74,81,2,74,38,58,68,73,66,1750,8.0
N. Vlašić,23,79,85,4,82,77,77,81,48,70,2031,27.5
L. Geertruida,20,75,83,2,80,52,65,70,74,74,1867,12.0
E. Elmas,21,75,85,4,73,71,72,80,63,68,1971,12.5
S. Córdova,24,76,82,4,79,71,71,79,51,67,1970,12.0
G. Bello,19,67,79,2,82,45,55,70,61,60,1674,2.3
I. Louza,22,75,81,3,61,64,74,76,63,52,1876,9.0
M. Longstaff,21,70,81,3,69,66,69,69,58,60,1859,3.6
O. Batista Meier,20,65,80,4,75,64,57,74,29,44,1632,1.7
D. Undav,24,72,75,4,63,76,66,71,31,75,1835,3.2
V. Tsygankov,23,80,85,4,85,73,78,80,45,57,1954,32.0
F. Becker,21,69,80,4,73,52,66,75,55,59,1748,3.1
J. Todibo,21,77,84,2,76,44,61,65,78,76,1791,20.0
B. Dia,24,78,83,4,84,77,56,74,27,76,1794,21.5
T. Buchanan,22,71,77,3,90,62,58,73,54,64,1778,3.0
Moncayola,23,75,84,3,66,66,72,71,72,69,1917,12.5
I. Maatsen,19,67,82,2,82,35,59,64,63,56,1699,2.3
Z. Sanusi,24,75,80,2,93,36,56,64,72,72,1773,8.0
Romário Baró,21,71,81,4,76,67,69,73,46,58,1833,4.2
L. Ivanušec,22,75,82,4,82,70,71,81,58,72,2035,11.5
R. Hatate,23,69,74,3,66,64,68,70,64,70,1881,2.1
M. Thiaw,19,70,82,2,66,44,58,62,69,72,1711,3.5
