name,age,overall,potential,position,pace,shooting,passing,dribbling,defending,physical,total_stats,value
Gabriel,23,80,86,CB,68,36,60,58,81,79,1717,€30M
T. Ndombele,24,81,86,CAM,71,72,81,88,69,72,2118,€38.5M
J. Tanganga,22,74,84,CB,77,33,62,70,75,80,1814,€9M
Sergio Gómez,20,70,79,CAM,69,65,72,74,66,61,1955,€3.3M
W. Saliba,20,77,85,CB,74,34,66,69,78,80,1800,€21.5M
J. Gelhardt,19,67,83,ST,72,67,58,70,27,65,1641,€2.7M
S. Chukwueze,22,77,84,LM,87,73,66,83,36,62,1867,€21.5M
A. Bernabei,20,70,82,LM,88,62,67,74,58,69,1956,€3.7M
Fábio Vieira,21,72,86,CAM,74,69,73,72,36,52,1765,€6M
João Mário,21,74,84,RB,85,62,66,72,68,62,1914,€9M
I. Ilić,20,73,85,CM,69,64,74,74,62,66,1896,€7.5M
R. Varga,31,69,69,LM,80,68,65,68,32,67,1816,€0
J. Locadia,27,70,70,ST,70,70,65,71,35,73,1815,€1.7M
A. Rüdiger,28,84,85,CB,75,46,68,65,84,84,1921,€40M
E. Višća,31,81,81,RM,87,78,78,82,47,64,2071,€21.5M
Saúl,26,82,83,CM,71,78,78,79,78,79,2199,€35.5M
A. Belotti,27,81,81,ST,76,81,59,78,38,83,1959,€28M
A. Romagnoli,26,82,82,CB,67,40,56,68,85,78,1759,€29M
J. McGinn,26,78,79,CM,70,73,75,78,71,80,2106,€16.5M
N. Süle,25,83,86,CB,66,43,64,54,83,82,1735,€43M
D. Sánchez,25,79,81,CB,75,47,55,66,79,80,1777,€19.5M
Dani Ceballos,24,77,80,CM,59,68,77,82,66,67,2012,€14.5M
Everton,25,80,83,CAM,86,75,73,85,32,61,1942,€28M
Gonçalo Guedes,24,81,86,ST,86,80,76,82,38,71,2029,€39.5M
I. Bennacer,23,80,84,CM,73,67,80,84,73,73,2160,€27.5M
A. Disasi,23,77,82,CB,52,28,51,57,77,83,1559,€14.5M
O. Richards,23,74,82,LB,81,46,60,73,69,63,1788,€9M
E. Ampadu,20,69,83,CDM,62,49,59,65,68,66,1715,€3.2M
E. Álvarez,23,79,84,CB,70,53,67,67,81,84,1943,€24.5M
Kim Min Jae,24,75,82,CB,77,32,56,61,75,79,1697,€10.5M
N. Bajrami,22,70,81,CAM,74,61,68,71,57,64,1828,€3.6M
Bremer,24,77,83,CB,66,36,51,62,79,74,1675,€15M
M. Safonov,22,74,82,GK,74,74,73,77,20,75,1064,€0
O. Solet,21,71,80,CB,85,42,56,64,69,78,1723,€3.9M
B. Badiashile,20,76,84,CB,62,39,64,58,77,76,1710,€15.5M
Dani Olmo,23,82,87,CAM,67,76,81,86,50,60,2037,€46M
E. Laird,19,70,82,RWB,83,54,61,69,64,72,1803,€3.6M
O. Kossounou,20,74,84,CB,75,32,59,66,74,78,1674,€8.5M
L. Morales,21,72,84,GK,71,70,69,73,52,74,1335,€5M
Matheus Nunes,22,78,86,CDM,77,71,72,77,77,76,2077,€31.5M
Francés,18,71,83,CB,70,34,60,59,72,70,1699,€4.1M
B. Okoh,18,65,82,CB,79,31,53,60,62,72,1579,€1.7M
A. Broja,19,70,84,ST,75,69,53,70,29,72,1668,€3.8M
E. Green,20,74,82,GK,73,71,74,77,26,73,1014,€8M
21 A. Robben,36,79,79,CAM,73,80,77,84,30,56,1947,€5.5M
David Silva,35,85,85,CAM,62,74,87,87,52,53,2042,€22M
A. Ramsey,30,77,77,CM,62,71,77,78,65,63,2011,€10M
K. De Bruyne,30,91,91,CM,76,86,93,87,64,77,2299,€125.5M
R. Barkley,27,78,78,CAM,69,73,77,78,57,72,1996,€15M
Morata,28,82,82,ST,82,79,72,80,31,77,1939,€31M
J. Ward-Prowse,26,81,82,CM,59,74,86,78,67,73,2139,€30M
H. Ziyech,28,83,83,RW,76,76,87,83,50,65,2076,€36.5M
J. Brandt,25,81,85,CAM,73,75,80,84,48,66,2017,€36M
M. Brozović,28,84,84,CDM,69,74,80,79,79,78,2203,€37M
Bernardo Silva,26,86,87,LM,80,76,83,91,58,67,2148,€80M
Angeliño,24,83,86,LM,78,71,82,84,76,70,2209,€46M
L. Hernández,25,83,86,CB,77,54,68,71,84,79,2007,€43M
A. Tahiri,26,68,69,CAM,76,58,68,72,36,49,1700,€1.4M
L. Torreira,25,79,83,CDM,74,67,74,79,77,75,2092,€22M
R. Kent,24,76,81,RM,91,72,70,79,30,62,1865,€11.5M
O. Boscagli,23,76,81,CDM,74,49,73,74,77,74,1932,€10M
G. Lo Celso,25,80,84,CAM,75,75,83,82,68,73,2164,€29M
Daniel Podence,25,78,79,CAM,89,65,72,85,33,50,1860,€17M
O. Zinchenko,24,79,82,CM,73,65,80,80,77,69,2142,€22M
M. Svilar,21,68,80,GK,70,64,63,70,58,65,1277,€2.6M
H. Kawabe,25,69,72,CAM,80,66,67,69,65,69,1911,€1.8M
Y. Bissouma,24,79,84,CM,70,68,75,78,78,75,2107,€24.5M
J. Kluivert,22,74,81,CAM,89,71,67,79,35,57,1850,€8.5M
M. Bakker,21,74,81,LB,80,52,65,68,72,77,1883,€8M
D. Man,22,73,82,LM,86,71,66,75,45,70,1925,€7M
N. De la Cruz,24,79,84,RM,84,75,78,81,70,67,2193,€26.5M
A. Saelemaekers,22,77,81,RM,82,67,75,80,64,68,2033,€15.5M
J. Burkardt,20,75,83,ST,82,73,63,78,39,71,1865,€12.5M
B. Omeragic,19,67,83,CB,75,35,55,55,66,70,1658,€2.5M
Trincão,21,76,85,CAM,78,70,70,81,37,68,1890,€17M
E. Le Fée,21,72,82,CM,63,53,75,76,56,47,1823,€5M
E. Fernández,20,74,84,CM,71,64,74,73,71,76,2030,€9M
Tete,21,76,86,CAM,83,71,72,79,39,59,1811,€17M
N. Collins,20,71,82,CB,65,26,54,57,72,75,1537,€3.8M
A. Vranckx,18,67,84,CM,72,57,65,68,60,73,1832,€2.6M
R. Jones,18,60,80,ST,92,59,51,60,28,56,1560,€675K
A. Broja,19,70,84,ST,75,69,53,70,29,72,1668,€3.8M
Dodô,22,75,84,RM,88,59,71,77,68,70,2001,€12M
Jota,22,74,84,CAM,86,70,70,78,32,57,1868,€9.5M
Diogo Dalot,22,76,82,RWB,79,60,70,77,72,75,1993,€11.5M
R. Hack,22,71,80,RM,83,67,63,76,33,51,1714,€4.2M
N. Phillips,24,73,79,CB,53,30,49,51,73,78,1544,€4.4M
M. Guéhi,20,74,85,CB,72,31,50,64,75,72,1635,€8.5M
P. Daka,22,77,84,ST,93,78,59,76,24,71,1848,€21.5M
E. Elmas,21,75,85,CAM,73,71,72,80,63,68,1971,€12.5M
N. Okafor,21,72,81,RM,92,71,65,74,31,74,1824,€5.5M
Luís Maximiano,22,78,85,GK,78,76,68,80,55,76,1178,€24.5M
Reguilón,24,81,84,LWB,86,58,75,78,78,70,2043,€32.5M
K. Thuram,20,75,83,CDM,75,61,70,76,73,76,1989,€11.5M
Ibañez,22,78,84,CB,82,32,45,57,80,77,1676,€20.5M
João Pedro,19,71,84,ST,77,68,59,74,22,57,1646,€4.5M
Tiago Djaló,21,74,82,CB,83,42,60,64,74,77,1765,€9M
W. Singo,20,69,82,RWB,77,46,62,68,64,62,1744,€3.2M
F. Torres,21,73,82,CAM,81,68,70,74,36,51,1779,€7M
P. Hincapié,19,71,82,CB,75,34,60,63,71,69,1698,€3.8M
H. Mejbri,18,62,84,CAM,69,51,61,64,52,58,1643,€1.3M
S. Muñoz,18,67,81,ST,75,63,60,71,25,65,1640,€2.4M
J. Braaf,18,64,84,RM,83,60,57,66,40,64,1735,€1.6M
M. van de Ven,20,68,84,CB,72,43,56,60,67,73,1668,€3M
D. Sturridge,31,76,76,ST,73,78,68,76,23,59,1799,€6.5M
A. Vidal,34,81,81,CM,65,79,78,78,80,79,2199,€12M
Sergio Busquets,32,85,85,CDM,42,62,79,80,82,74,2008,€36M
D. Ings,28,81,81,ST,79,84,70,80,45,70,2055,€26.5M
Roberto Firmino,29,85,85,CF,77,78,79,89,59,78,2180,€54M
H. Kane,27,90,90,ST,70,91,83,83,47,83,2203,€129.5M
Kepa,26,79,83,GK,78,77,85,81,34,76,1299,€19M
M. Kovačić,27,83,84,CM,70,69,83,88,69,70,2125,€41.5M
Fabinho,27,86,87,CDM,67,69,78,78,85,83,2163,€69.5M
K. Mbabu,26,79,81,RB,88,51,68,73,73,80,1971,€20M
21 N. Bentaleb,25,74,77,CAM,64,70,73,78,64,73,2028,€5.5M
P. Højbjerg,25,82,84,CDM,60,71,76,76,80,82,2088,€34.5M
M. Targett,25,77,80,LB,74,46,72,72,73,68,1906,€13M
Marco Asensio,25,83,86,CAM,82,80,81,83,43,62,2032,€48M
T. Adarabioyo,23,74,82,CB,71,31,55,57,75,77,1621,€8.5M
P. Berg,23,75,82,CM,74,62,73,73,68,77,1994,€11M
R. Bensebaini,26,79,82,CB,73,64,72,75,77,80,2064,€21M
D. Ćaleta-Car,24,78,83,CB,58,39,60,62,79,82,1738,€19M
Guto Milazar,29,72,72,LB,73,40,61,64,70,58,1726,€2.1M
M. Škriniar,26,86,87,CB,80,41,53,69,87,84,1829,€70M
Dodô,22,75,84,RM,88,59,71,77,68,70,2001,€12M
Iniesta,37,79,79,CAM,50,69,84,81,59,57,1943,€5.5M
Falcao,35,78,78,ST,56,79,67,76,41,69,1927,€6M
Marcelo,33,80,80,LB,73,72,79,87,75,70,2150,€11M
Canales,30,83,83,CAM,83,80,85,82,67,71,2206,€34.5M
Alex Sandro,30,82,82,LB,79,65,76,78,78,79,2128,€26.5M
C. Musonda,24,72,75,CAM,78,63,69,79,24,37,1621,€3.2M
E. Can,27,82,83,CDM,78,78,78,80,84,87,2273,€35M
S. Mané,29,89,89,LW,91,83,80,89,44,77,2191,€101M
Bruno Fernandes,26,88,89,CAM,75,86,89,84,69,77,2335,€107.5M
A. Laporte,27,86,88,CB,63,50,72,69,86,80,1976,€72.5M
T. Bakayoko,26,78,78,CDM,64,48,67,73,77,84,1899,€13.5M
R. Oxford,22,71,78,CB,67,33,54,57,71,72,1649,€3.5M
I. Hagi,22,74,82,CAM,76,71,74,76,36,68,1899,€9.5M
B. Pavard,25,79,82,RB,69,53,72,71,78,76,2000,€21.5M
L. Pellegrini,25,82,86,CAM,78,75,83,81,72,77,2214,€42.5M
L. Nmecha,22,76,82,ST,83,75,65,76,40,77,1910,€12M
A. Lafont,22,79,85,GK,82,76,69,85,47,75,1238,€23M
D. Dumfries,25,81,83,CB,80,61,66,72,78,89,2016,€29.5M
David Neres,24,79,83,CAM,85,72,73,84,37,64,1910,€25M
A. Maier,22,74,82,CM,68,57,71,75,68,71,1842,€9.5M
A. Haidara,23,78,83,CM,70,72,76,80,68,70,2056,€21M
T. Puchacz,22,68,76,LWB,86,62,59,67,61,77,1839,€2.6M
P. Struijk,21,74,83,CB,58,35,60,62,75,73,1685,€9M
J. Moder,22,74,83,CM,72,70,74,72,69,75,2032,€9.5M
L. Geertruida,20,75,83,CB,80,52,65,70,74,74,1867,€12M
J. Vagnoman,20,71,80,RB,87,44,60,67,66,79,1763,€3.9M
D. McNeil,21,77,83,CAM,72,68,77,80,53,67,1978,€17M
B. Sosa,23,77,81,LWB,79,46,75,75,69,69,1898,€14M
A. Yusuf,20,71,84,CDM,81,44,64,68,65,74,1830,€4.3M
T. Parrott,19,64,80,ST,74,63,53,65,33,61,1655,€1.5M
Y. Verschaeren,19,73,83,CAM,71,67,72,77,44,47,1833,€6.5M
M. Daramy,19,69,82,RM,87,59,60,72,25,65,1675,€3.3M
N. Mbuku,19,72,83,LM,78,65,67,76,35,54,1757,€5M
T. Nakai,17,61,83,CAM,58,50,60,64,31,47,1462,€1M
M. Rogers,18,66,84,RM,80,65,60,65,40,65,1671,€2.2M
Miguel,19,67,82,LB,72,47,57,65,64,61,1681,€2.3M
Fabio Blanco,17,62,83,RM,73,56,55,66,28,46,1501,€1.2M
Arnau Martínez,18,68,81,RB,70,43,58,64,67,64,1696,€2.7M
M. Bulat,19,69,83,CAM,68,65,75,71,60,69,1953,€3.3M
G. Buffon,43,80,80,GK,76,73,70,76,34,90,1270,€2.3M
T. Alderweireld,32,83,83,CB,58,55,70,67,86,77,1991,€0
K. Walker,31,85,85,RB,92,63,77,78,80,82,2198,€39M
Sérgio Oliveira,29,80,80,CM,58,79,82,77,72,70,2137,€20.5M
W. Ben Yedder,30,83,83,CF,82,84,77,87,39,69,2102,€35.5M
H. Maguire,28,83,84,CB,50,55,69,70,83,87,1948,€34.5M
E. Forsberg,29,81,81,CAM,70,73,83,84,35,62,1944,€25.5M
N. Tagliafico,28,82,82,LB,80,55,73,76,81,80,2076,€27.5M
M. Dembélé,24,78,82,ST,78,77,63,73,30,81,1889,€20.5M
Gayà,26,83,86,LWB,83,61,77,80,79,73,2097,€43.5M
I. Toney,25,76,80,ST,80,75,59,72,48,81,1966,€10.5M
D. Origi,26,76,79,ST,79,75,67,75,27,74,1845,€10M
Iñaki Williams,27,81,82,ST,94,78,72,78,38,82,2047,€30M
G. Di Lorenzo,27,80,80,RB,84,66,73,76,76,79,2112,€20.5M
A. Rebić,27,82,82,LW,86,83,75,81,48,80,2103,€32.5M
S. Benrahma,25,78,81,CAM,77,73,75,81,38,55,1891,€18.5M
V. Lindelöf,26,79,81,CDM,63,51,73,72,80,78,1966,€19M
J. Boga,24,77,83,RM,85,73,72,81,37,63,1925,€16.5M
A. Golovin,25,79,83,CAM,81,72,80,83,60,69,2125,€24.5M
A. Diallo,25,78,82,CB,74,39,71,76,78,77,1898,€17.5M
J. Rodon,23,72,81,CB,58,29,49,57,74,72,1533,€4.9M
Palhinha,25,82,87,CB,60,65,70,72,85,88,2033,€41M
J. Lewis,23,73,80,LWB,77,53,64,73,69,69,1850,€6M
G. Montiel,24,78,84,RWB,86,53,70,74,73,81,2020,€21M
E. Palacios,22,77,82,CM,55,73,74,77,74,71,2025,€16M
L. Sinisterra,22,78,84,LW,89,69,72,84,53,64,2009,€22.5M
J. Hauge,21,75,82,RM,88,69,67,77,42,66,1853,€11.5M
Marc Roca,24,76,79,CM,50,62,76,72,70,67,1889,€9.5M
Y. Valery,22,71,79,RB,72,52,60,69,70,73,1822,€4M
O. Wijndal,21,79,84,LWB,84,53,75,78,74,74,2019,€25M
Y. Atal,25,76,80,RM,90,67,71,79,69,69,2053,€9.5M
N. Vlašić,23,79,85,CAM,82,77,77,81,48,70,2031,€27.5M
M. Barrow,22,77,84,CAM,84,75,69,78,31,63,1804,€21.5M
C. Cásseres Jr,21,71,81,CDM,75,57,65,71,69,70,1912,€4M
Álex Collado,22,67,79,CAM,63,65,70,69,56,39,1766,€2.5M
O. Kökçü,20,76,84,CM,71,69,78,77,61,72,2015,€16.5M
N. Pérez,21,75,84,CB,61,25,46,45,76,74,1498,€12M
Tomás Tavares,20,73,82,RWB,79,47,61,74,70,71,1832,€6.5M
M. Daramy,19,69,82,RM,87,59,60,72,25,65,1675,€3.3M
Barrenetxea,19,74,83,LW,80,69,62,79,24,53,1716,€9M
Zubimendi,22,75,85,CDM,62,61,72,72,76,70,1944,€12.5M
M. Huard,22,68,76,LB,72,40,57,63,66,72,1703,€2.6M
L. Krejčí,22,75,83,CB,67,64,67,68,74,84,1948,€12M
Daniel Bragança,22,75,84,CAM,80,66,75,80,64,52,2010,€12.5M
L. Ivanušec,22,75,82,CAM,82,70,71,81,58,72,2035,€11.5M
I. Kaboré,20,69,83,RB,91,28,59,66,59,71,1662,€3.2M
J. Veerman,22,77,83,CM,65,68,81,78,62,73,1987,€17M
Talles Magno,19,66,84,RM,85,52,55,75,21,60,1582,€2.2M
B. Koumetio,18,57,77,CB,53,32,41,36,58,60,1302,€425K
P. Kalulu,21,71,79,CB,76,44,60,63,72,67,1775,€4M
R. van den Berg,16,59,83,CB,54,32,45,54,57,59,1377,€675K
Joan García,20,67,83,GK,66,66,66,66,43,65,1069,€2.4M
Kaio Jorge,19,69,82,ST,77,68,52,73,23,62,1625,€3.3M
Arnau Martínez,18,68,81,RB,70,43,58,64,67,64,1696,€2.7M
E. Martel,19,66,84,CB,66,46,58,59,66,72,1693,€2.1M
E. Dinkçi,19,64,81,ST,83,66,56,63,28,53,1631,€1.5M
K. Schade,19,68,81,RW,93,62,55,69,24,55,1601,€2.9M
B. Dieng,20,71,79,ST,82,74,56,69,30,56,1722,€4.1M
J. López,20,71,83,ST,71,71,57,69,36,67,1736,€4.5M
Y. Kallon,20,67,85,CAM,80,66,55,73,22,62,1651,€2.7M
M. Pjanić,31,82,82,CM,65,68,83,81,75,66,2144,€25M
G. Wijnaldum,30,84,84,CM,77,75,80,86,79,79,2271,€40.5M
Jordi Alba,32,85,85,LB,85,69,81,83,77,71,2210,€37.5M
21 Hulk,33,80,80,LW,80,82,77,81,46,86,2134,€13M
A. Cresswell,31,79,79,LB,69,60,75,76,77,68,2057,€12.5M
C. Immobile,31,86,86,ST,85,87,67,80,39,75,2050,€57.5M
J. Corona,28,81,81,RM,83,67,78,85,73,59,2145,€26M
M. Braithwaite,30,77,77,ST,80,76,72,79,35,74,1969,€10.5M
Koke,29,85,85,CM,70,75,85,81,79,80,2227,€52.5M
P. Jones,29,74,74,CB,51,50,60,56,75,67,1703,€3.5M
Danilo,29,81,81,RB,73,67,73,74,82,79,2128,€22.5M
G. Xhaka,28,79,79,CDM,50,64,79,69,69,80,1959,€15.5M
Juan Jesus,30,73,73,CB,71,33,52,59,75,73,1670,€2.5M
Portu,29,82,82,RW,90,78,77,79,59,79,2177,€30M
J. Lingard,28,79,79,CF,76,79,75,81,58,68,2097,€17.5M
R. Guerreiro,27,84,84,CAM,75,77,86,88,76,58,2180,€40.5M
A. Rabiot,26,81,82,CM,77,74,76,79,76,79,2136,€30M
Grimaldo,25,82,85,CM,87,65,81,83,74,71,2184,€37M
R. De Paul,27,83,84,CM,78,77,82,82,72,80,2210,€41.5M
B. Embolo,24,77,82,ST,85,75,70,74,51,82,1998,€16M
M. Nakamba,27,75,76,CDM,70,49,62,71,74,78,1870,€6M
K. Phillips,25,81,85,CDM,68,65,77,75,79,82,2101,€32.5M
K. Ajer,23,75,83,CB,73,55,61,68,75,83,1818,€11.5M
M. Thuram,23,79,85,ST,82,78,70,79,48,77,1980,€27.5M
André Silva,25,83,84,ST,74,83,69,83,45,77,2055,€44M
A. Wan-Bissaka,23,82,85,RB,85,50,68,77,80,75,1985,€38.5M
Ç. Söyüncü,25,80,82,CB,76,46,60,67,80,80,1840,€23.5M
R. Doan,23,77,83,CAM,79,71,73,81,39,59,1874,€16.5M
M. Arambarri,25,80,85,CDM,65,64,72,73,78,78,2002,€28.5M
Y. Soteldo,24,76,80,CAM,83,69,73,82,35,55,1869,€11M
Lucas Veríssimo,25,79,84,CB,81,39,58,63,80,81,1789,€23M
S. Szymański,22,73,81,CAM,84,66,71,75,38,51,1820,€0
E. Barco,22,75,80,CAM,82,70,72,79,28,51,1771,€8.5M
E. Ndicka,21,78,84,CB,75,47,71,74,78,77,1902,€20.5M
F. Bustos,25,77,80,RM,85,64,74,77,70,80,2047,€13M
J. Hernández,22,75,81,ST,82,75,65,73,42,73,1904,€9M
V. Castellanos,22,75,78,ST,74,75,65,72,35,73,1849,€8M
N. Domínguez,23,76,84,CM,75,66,72,76,71,77,2019,€16.5M
W. McKennie,22,78,82,CM,82,73,73,77,77,82,2168,€20.5M
B. Soumaré,22,78,85,CDM,69,56,74,77,72,80,1984,€27M
P. Schuurs,21,74,83,CB,67,64,70,66,75,73,1925,€9M
L. Ramazani,20,69,83,RM,84,62,60,73,33,57,1712,€3.4M
L. Pellegrini,22,74,80,LWB,84,54,65,73,70,62,1860,€6.5M
B. Williams,20,74,79,LB,80,57,65,72,69,68,1889,€6M
M. Shaparenko,22,76,84,CAM,77,71,76,78,64,63,2005,€17M
L. Suárez,23,77,84,ST,86,78,65,74,40,79,1946,€21.5M
A. Bah,23,77,81,RB,92,63,67,72,71,81,2038,€14M
L. Orellano,21,73,83,RW,90,69,61,78,33,59,1799,€7M
A. Urzi,21,72,83,LM,85,63,64,74,36,58,1725,€5.5M
K. Dembélé,18,64,80,CAM,85,59,58,69,16,38,1526,€1.5M
T. Buchanan,22,71,77,RM,90,62,58,73,54,64,1778,€3M
M. Ihattaren,19,75,84,CAM,73,68,75,81,40,64,1877,€12M
Bernardo Rosa,20,55,67,CAM,64,44,53,60,45,48,1470,€300K
T. Anjorin,19,64,81,CAM,69,61,62,64,44,62,1657,€1.5M
B. Johnson,20,70,82,RM,87,59,62,72,40,57,1698,€3.8M
H. Ortega,21,70,79,CB,60,32,45,53,71,69,1560,€3.3M
L. Fernández,22,74,82,CAM,74,72,73,75,46,63,1896,€9.5M
S. Greenwood,19,65,82,CAM,69,65,58,66,33,62,1674,€1.9M
A. Adli,21,73,84,CAM,83,74,66,78,38,52,1840,€7M
Vitinha,21,70,84,CAM,72,57,69,77,51,50,1804,€3.9M
21 W. Rooney,34,76,76,CAM,52,80,79,74,55,74,2055,€3.5M
Jesús Navas,35,84,84,RB,87,69,82,83,79,58,2178,€13M
F. Ribéry,38,79,79,CF,69,73,80,84,30,53,1862,€6M
João Moutinho,34,80,80,CM,50,72,84,80,70,66,2120,€9.5M
Thiago Silva,36,85,85,CB,53,54,73,72,86,78,2023,€9.5M
O. Giroud,34,79,79,ST,42,80,70,71,42,77,1892,€8.5M
M. Pjanić,31,82,82,CM,65,68,83,81,75,66,2144,€25M
T. Lemar,25,83,86,CAM,82,78,83,86,68,64,2206,€47.5M
J. Giménez,26,84,88,CB,72,45,57,60,86,80,1811,€52M
N. Fekir,27,84,84,CAM,83,83,82,87,38,79,2117,€45M
J. Denayer,26,79,82,CB,78,43,66,71,80,80,1880,€20.5M
H. Kamara,27,75,76,LB,85,59,68,75,70,75,1980,€6M
H. Wilson,24,76,81,CAM,78,79,75,75,45,56,1962,€11.5M
A. Armstrong,24,76,82,ST,89,77,66,76,35,71,1969,€12M
H. Lozano,25,81,82,RW,93,76,72,82,41,62,2013,€31M
R. Karsdorp,26,79,80,RB,87,63,74,76,74,78,2100,€19M
C. Pavón,25,77,80,RM,87,76,73,78,49,73,2032,€14M
S. Bergwijn,23,80,83,CAM,85,78,76,82,42,70,2036,€29M
N. Pépé,26,80,81,RM,88,78,75,83,36,65,1998,€25M
J. St. Juste,24,76,80,RB,91,58,66,74,78,73,1983,€9.5M
21 R. Gelmi,25,65,69,CB,70,44,53,45,62,74,1629,€900K
S. Berge,23,76,82,CDM,64,58,72,73,74,84,1958,€11M
M. Almirón,27,76,77,LM,86,71,73,79,53,63,1979,€8.5M
R. Nelson,21,72,81,RM,85,65,66,76,34,53,1754,€5.5M
I. Diop,24,77,83,CB,65,36,52,56,78,79,1677,€15M
I. Šaponjić,23,71,78,ST,71,71,48,65,31,67,1618,€3.8M
F. Neuhaus,24,81,85,CM,64,72,79,81,66,67,2011,€36.5M
Domingos Quina,21,71,81,CAM,69,67,67,75,44,48,1751,€4.2M
Luiz Felipe,24,79,84,CB,74,29,61,68,80,73,1735,€24M
S. Longstaff,23,72,79,CM,57,65,70,69,64,64,1861,€4.7M
T. Malacia,21,77,82,LB,81,56,64,75,72,73,1932,€15M
N. Milenković,23,77,83,CB,66,44,61,62,78,82,1731,€15M
M. Gómez,24,80,84,ST,66,81,68,73,32,82,1911,€30.5M
M. O'Riley,20,67,75,CM,64,59,65,66,60,65,1776,€2.2M
K. Mavropanos,23,75,80,CB,77,37,49,54,75,78,1626,€7.5M
F. Agu,21,70,81,RM,87,47,61,74,61,59,1826,€3.4M
J. Garner,20,69,82,CM,67,62,66,65,65,65,1810,€3.2M
M. Longstaff,21,70,81,CM,69,66,69,69,58,60,1859,€3.6M
Silas,22,75,83,ST,87,71,61,80,52,68,1897,€12.5M
R. Sottil,22,74,82,CAM,84,65,67,78,34,52,1740,€9.5M
O. Sahraoui,20,66,80,RM,78,50,63,75,41,53,1689,€2.1M
Fran García,21,73,84,LWB,90,49,64,73,66,63,1845,€6.5M
A. Pelmard,21,71,83,CB,83,35,62,70,71,71,1767,€4.3M
J. Branthwaite,19,66,82,CB,63,29,45,47,66,64,1417,€2.1M
I. Maatsen,19,67,82,LWB,82,35,59,64,63,56,1699,€2.3M
I. Van der Brempt,19,67,81,RM,79,55,63,68,58,71,1732,€2.4M
J. Kamiński,19,69,83,RM,91,62,61,70,47,53,1717,€3.3M
Nico Melamed,20,74,85,CAM,83,67,69,79,41,58,1863,€9.5M
T. Mengi,19,64,82,CB,78,39,54,59,63,68,1614,€1.4M
Reinier,19,71,83,CAM,77,68,64,75,43,65,1830,€4.5M
A. Truffert,19,74,82,LWB,74,55,70,72,71,69,1919,€8.5M
T. Dolan,19,69,82,RM,82,59,63,73,41,48,1692,€3.3M
A. Elanga,19,66,82,RM,81,62,58,68,29,51,1632,€2.2M
G. Koutsias,17,63,81,ST,72,63,42,60,22,64,1505,€1.2M
L. Barry,18,63,83,ST,78,63,49,64,22,53,1497,€1.3M
Rodrigo Gomes,17,63,83,ST,71,61,52,65,30,44,1537,€1.3M
F. Rieder,19,64,83,CAM,70,56,65,70,49,60,1731,€1.5M
P. Sarr,18,70,82,CAM,67,63,68,71,65,58,1829,€3.7M
N. Koutsakos,17,56,66,ST,73,53,42,55,19,49,1338,€0
C. Doyle,17,65,81,CB,67,27,51,58,64,70,1537,€1.7M
G. Chiellini,36,86,86,CB,68,46,60,59,89,85,1850,€12M
S. Kjær,32,84,84,CB,68,55,65,61,86,79,1922,€27.5M
J. Boateng,32,83,83,CB,72,50,73,67,84,79,1943,€23.5M
J. Shelvey,29,75,75,CM,49,72,78,72,61,72,1984,€5.5M
K. Navas,34,88,88,GK,89,84,75,89,54,87,1428,€15.5M
W. Zaha,28,82,82,LW,89,77,72,87,34,75,1977,€30.5M
R. Varane,28,86,88,CB,82,49,64,66,87,82,1935,€68.5M
M. Batshuayi,27,77,77,ST,76,77,59,76,33,74,1850,€11.5M
Gerard Moreno,29,86,86,ST,79,86,77,84,46,73,2118,€68M
Lucas Vázquez,30,81,81,RB,82,73,79,80,72,69,2152,€22M
P. Zieliński,27,81,82,CAM,81,75,81,85,70,61,2115,€29.5M
Emerson,26,78,79,LB,80,63,73,79,75,63,2062,€15M
T. Mings,28,78,80,CB,72,44,67,66,78,81,1849,€14M
20 Gabriel Barbosa,22,81,85,CF,78,80,70,83,32,67,1976,€23.5M
T. Lemar,25,83,86,CAM,82,78,83,86,68,64,2206,€47.5M
Mario Hermoso,26,82,85,CB,78,49,72,71,84,82,2016,€35.5M
Ronaldo Esler,21,79,79,LB,89,58,70,77,74,59,2016,€19M
Everticinho,21,78,78,RB,78,71,71,76,74,74,2078,€15M
Unai Simón,24,82,86,GK,82,77,76,84,47,85,1283,€34.5M
L. Blas,23,77,83,CAM,75,74,75,81,57,65,2038,€16.5M
M. Travers,22,70,79,GK,70,68,66,69,40,68,1109,€3.1M
T. Adams,22,77,83,CDM,81,48,70,73,74,75,1937,€15.5M
V. Rosier,24,77,82,RWB,83,52,65,76,73,75,1964,€15M
Z. Steffen,26,78,83,GK,79,74,75,83,53,73,1325,€16M
P. Retsos,22,72,76,CB,65,35,58,57,73,71,1634,€3.1M
V. Janelt,23,74,81,CDM,66,63,67,68,71,76,1901,€8M
Rúben Vinagre,22,75,85,LM,86,55,71,78,65,63,1928,€12M
C. Früchtl,21,66,76,GK,69,65,67,68,24,65,933,€1.7M
M. Gibbs-White,21,72,81,CAM,71,64,71,73,56,64,1874,€5.5M
R. Cannon,23,73,82,RB,90,36,60,70,66,75,1779,€6.5M
M. Demiral,23,77,83,CB,73,39,47,60,79,80,1704,€15M
M. Pongračić,23,75,81,CB,73,26,51,63,74,77,1597,€8M
J. Arp,21,66,76,ST,68,65,49,69,22,57,1539,€1.9M
